address,lat,lng,formatted_address,status,cached_at
"60-004 Poznań, Polska",52.3591814,16.847775,"60-004 Poznań, Poland",OK,2026-04-29T08:12:49.844306
"26-620 Radom, Polska",51.364165,21.1263829,"26-620 Radom, Poland",OK,2026-04-29T08:12:49.978831
"62-002 Suchy Las, Polska",52.4753307,16.8789874,"Suchy Las, Poland",OK,2026-04-29T08:12:50.129480
"03-286 Warszawa, Polska",52.2947301,21.0514727,"03-286 Warsaw, Poland",OK,2026-04-29T08:12:50.260627
"04-242 Warszawa, Polska",52.24285279999999,21.1375533,"04-242 Warsaw, Poland",OK,2026-04-29T08:12:50.356601
"01-175 Warszawa, Polska",52.2391854,20.9708055,"01-175 Warsaw, Poland",OK,2026-04-29T08:12:50.498403
"65-735 Zielona Góra, Polska",51.9579068,15.4961659,"65-735 Zielona Góra, Poland",OK,2026-04-29T08:12:50.642224
"74-320 Barlinek, Polska",52.99444,15.21918,"Barlinek, Poland",OK,2026-04-30T09:39:18.968145
"11-200 Bartoszyce, Polska",54.2533,20.80806,"Bartoszyce, Poland",OK,2026-04-30T09:39:19.114107
"14-500 Braniewo, Polska",54.3797128,19.8200536,"Braniewo, Poland",OK,2026-04-30T09:39:19.227172
"87-300 Brodnica, Polska",53.2599703,19.3956618,"Brodnica, Poland",OK,2026-04-30T09:39:19.333666
"73-200 Choszczno, Polska",53.16928,15.41971,"73-200 Choszczno, Poland",OK,2026-04-30T09:39:19.481016
"76-150 Darłowo, Polska",54.4210664,16.410611,"Darłowo, Poland",OK,2026-04-30T09:39:19.576436
"74-400 Dębno, Polska",52.7542438,14.6819682,"74-400 Oborzany, Poland",OK,2026-04-30T09:39:19.727761
"11-500 Giżycko, Polska",54.03640499999999,21.7667341,"Giżycko, Poland",OK,2026-04-30T09:39:19.836215
"72-100 Goleniów, Polska",53.5624956,14.8596966,"72-100, Poland",OK,2026-04-30T09:39:19.945592
"72-300 Gryfice, Polska",53.91666000000001,15.1998891,"Gryfice, Poland",OK,2026-04-30T09:39:20.048729
"74-100 Gryfino, Polska",53.25238,14.48823,"Gryfino, Poland",OK,2026-04-30T09:39:20.169043
"14-200 Iława, Polska",53.5959811,19.5684104,"Iława, Poland",OK,2026-04-30T09:39:20.257053
"11-400 Kętrzyn, Polska",54.07657,21.37504,"Kętrzyn, Poland",OK,2026-04-30T09:39:20.339588
"78-100 Kołobrzeg, Polska",54.17591729999999,15.5832667,"Kołobrzeg, Poland",OK,2026-04-30T09:39:20.453180
"82-500 Kwidzyń, Polska",53.72635289999999,18.9323043,"Kwidzyn, Poland",OK,2026-04-30T09:39:20.575886
"18-400 Łomża, Polska",53.1781197,22.0590321,"Łomża, Poland",OK,2026-04-30T09:39:20.704743
"82-200 Malbork, Polska",54.0361319,19.0379763,"82-200 Malbork, Poland",OK,2026-04-30T09:39:20.799855
"88-300 Mogilno, Polska",52.6577648,17.9556925,"88-300 Mogilno, Poland",OK,2026-04-30T09:39:20.878055
"19-400 Olecko, Polska",54.0337279,22.5069431,"Olecko, Poland",OK,2026-04-30T09:39:20.975833
"84-100 Puck, Polska",54.71804770000001,18.4086339,"Puck, Poland",OK,2026-04-30T09:39:21.103698
"74-200 Pyrzyce, Polska",53.1459513,14.8808577,"74-200 Żabów, Poland",OK,2026-04-30T09:39:21.179967
"87-500 Rypin, Polska",53.0657106,19.4094097,"87-500 Rypin, Poland",OK,2026-04-30T09:39:21.300389
"89-400 Sępólno Krajeńskie, Polska",53.4513,17.53162,"Sępólno Krajeńskie, Poland",OK,2026-04-30T09:39:21.381749
"16-100 Sokólka, Polska",53.4061597,23.5030235,"Sokolka, Poland",OK,2026-04-30T09:39:21.459176
"73-110 Stargard Szczeciński, Polska",53.34172359999999,15.0305203,"73-110 Kiczarowo, Poland",OK,2026-04-30T09:39:21.558078
"78-400 Szczecinek, Polska",53.7166802,16.6824893,"78-400 Szczecinek, Poland",OK,2026-04-30T09:39:21.652416
"12-100 Szczytno, Polska",53.56354,20.99519,"12-100 Szczytno, Poland",OK,2026-04-30T09:39:21.727014
"78-300 Świdwin, Polska",53.77564,15.7742,"78-300 Swidwin, Poland",OK,2026-04-30T09:39:21.806316
"78-600 Wałcz, Polska",53.2734739,16.4752847,"Wałcz, Poland",OK,2026-04-30T09:39:21.921754
"87-200 Wąbrzeźno, Polska",53.2799634,18.9478368,"87-200 Wąbrzeźno, Poland",OK,2026-04-30T09:39:21.993509
"84-200 Wejherowo, Polska",54.6082174,18.2469643,"84-200 Wejherowo, Poland",OK,2026-04-30T09:39:22.067702
"78-520 Złocieniec, Polska",53.5300495,15.9883893,"78-520 Złocieniec, Poland",OK,2026-04-30T09:39:22.164088
"88-400 Żnin, Polska",52.84938469999999,17.719477,"88-400 Żnin, Poland",OK,2026-04-30T09:39:22.240057
"05-082 Babice Nowe, Polska",52.2478166,20.8473008,"05-082 Babice Nowe, Poland",OK,2026-04-30T09:39:22.324139
"66-110 Babimost, Polska",52.16469,15.8274998,"Babimost, Poland",OK,2026-04-30T09:39:22.438939
"21-500 Biała Podlaska, Polska",52.0338207,23.1202176,"21-500 Biała Podlaska, Poland",OK,2026-04-30T09:39:22.531887
"08-400 Garwolin, Polska",51.8971987,21.6149393,"08-400 Garwolin, Poland",OK,2026-04-30T09:39:22.618655
"62-200 Gniezno, Polska",52.5349253,17.5826575,"Gniezno, Poland",OK,2026-04-30T09:39:22.704614
"09-500 Gostynin, Polska",52.4293273,19.4619176,"Gostynin, Poland",OK,2026-04-30T09:39:22.784967
"05-530 Góra Kalwaria, Polska",51.97646599999999,21.215337,"05-530 Góra Kalwaria, Poland",OK,2026-04-30T09:39:22.934252
"62-065 Grodzisk Wielkopolski, Polska",52.2429765,16.3359322,"62-065 Grąblewo, Poland",OK,2026-04-30T09:39:23.020590
"05-600 Grójec, Polska",51.8655118,20.8666034,"05-600 Grójec, Poland",OK,2026-04-30T09:39:23.092565
"66-620 Gubin, Polska",51.9489824,14.7284576,"Gubin, Poland",OK,2026-04-30T09:39:23.166461
"22-500 Hrubieszów, Polska",50.80518,23.89091,"22-500 Hrubieszów, Poland",OK,2026-04-30T09:39:23.281873
"63-600 Kępno, Polska",51.2781356,17.9890591,"Kępno, Poland",OK,2026-04-30T09:39:23.356582
"62-600 Koło, Polska",52.19986,18.63847,"62-600 Koło, Poland",OK,2026-04-30T09:39:23.502836
"62-510 Konin, Polska",52.2553307,18.3212439,"62-510, Poland",OK,2026-04-30T09:39:23.582065
"66-470 Kostrzyn n/Odrą, Polska",52.6235765,14.6349097,"66-470 Kostrzyn nad Odrą, Poland",OK,2026-04-30T09:39:23.677724
"21-100 Lubartów, Polska",51.4598694,22.6094606,"21-100 Lubartów, Poland",OK,2026-04-30T09:39:23.757805
"68-300 Lubsko, Polska",51.78437100000001,14.9719305,"Lubsko, Poland",OK,2026-04-30T09:39:23.842140
"21-560 Międzyrzec Podlaski, Polska",51.9853496,22.7848432,"21-560 Międzyrzec Podlaski, Poland",OK,2026-04-30T09:39:23.918234
"66-300 Międzyrzecz, Polska",52.4444808,15.5779005,"Międzyrzecz, Poland",OK,2026-04-30T09:39:24.031275
"64-300 Nowy Tomyśl, Polska",52.3181885,16.1282552,"64-300 Nowy Tomyśl, Poland",OK,2026-04-30T09:39:24.112019
"63-400 Ostrów Wlkp, Polska",51.6549856,17.8068258,"Ostrów Wielkopolski, Poland",OK,2026-04-30T09:39:24.203813
"09-401 Płock, Polska",52.5033784,19.6838949,"09-401 Płock, Poland",OK,2026-04-30T09:39:24.322288
"09-100 Płońsk, Polska",52.6230132,20.3753589,"09-100 Płońsk, Poland",OK,2026-04-30T09:39:24.408343
"60-201 Poznań, Polska",52.3843436,16.9003302,"60-201 Poznań, Poland",OK,2026-04-30T09:39:24.535666
"06-300 Przasnysz, Polska",53.018984,20.880358,"Przasnysz, Poland",OK,2026-04-30T09:39:24.610888
"97-500 Radomsko, Polska",51.0668544,19.4449387,"Radomsko, Poland",OK,2026-04-30T09:39:24.729191
"21-300 Radzyń Podlaski, Polska",51.78320249999999,22.6218532,"21-300 Radzyń Podlaski, Poland",OK,2026-04-30T09:39:24.812252
"96-200 Rawa Mazowiecka, Polska",51.76623,20.25623,"96-200 Rawa Mazowiecka, Poland",OK,2026-04-30T09:39:24.909201
"63-900 Rawicz, Polska",51.60945,16.85863,"Rawicz, Poland",OK,2026-04-30T09:39:24.987217
"60-185 Skórzewo, Polska",52.3906266,16.7919124,"60-185 Skórzewo, Poland",OK,2026-04-30T09:39:25.071074
"62-400 Słupca, Polska",52.287267,17.8720745,"Słupca, Poland",OK,2026-04-30T09:39:25.195353
"08-300 Sokołów Podlaski, Polska",52.407031,22.2533607,"08-300 Sokołów Podlaski, Poland",OK,2026-04-30T09:39:25.310547
"66-500 Strzelce Krajeńskie, Polska",52.87728,15.52966,"Strzelce Krajeńskie, Poland",OK,2026-04-30T09:39:25.386127
"66-100 Sulechów, Polska",52.0831645,15.6253179,"66-100 Sulechów, Poland",OK,2026-04-30T09:39:25.459885
"67-300 Szprotawa, Polska",51.56695999999999,15.53798,"Szprotawa, Poland",OK,2026-04-30T09:39:25.544221
"63-100 Śrem, Polska",52.0887,17.01506,"Śrem, Poland",OK,2026-04-30T09:39:25.660136
"63-000 Środa Wielkopolska, Polska",52.22908,17.27607,"Środa Wielkopolska, Poland",OK,2026-04-30T09:39:25.747546
"97-200 Tomaszów Mazowiecki, Polska",51.5311945,20.0086471,"97-200 Tomaszów Mazowiecki, Poland",OK,2026-04-30T09:39:25.845069
"64-980 Trzcianka, Polska",53.0418691,16.4616755,"Trzcianka, Poland",OK,2026-04-30T09:39:25.933256
"98-300 Wieluń, Polska",51.2186,18.56892,"98-300 Wieluń, Poland",OK,2026-04-30T09:39:26.024374
"62-300 Września, Polska",52.32382,17.56654,"62-300 Września, Poland",OK,2026-04-30T09:39:26.099344
"07-200 Wyszków, Polska",52.5928523,21.458395,"Wyszków, Poland",OK,2026-04-30T09:39:26.221854
"85-817 Bydgoszcz, Polska",53.1131962,18.0406882,"85-817 Bydgoszcz, Poland",OK,2026-04-30T09:39:26.307128
"36-007 Krasne k. Rzeszowa, Polska",50.0431045,22.0888162,"k, Krasne 36-007, 36-007, Poland",OK,2026-05-04T11:47:26.277183
"43-300 BIELSKO-BIAŁA, Polska",49.8225693,19.0794698,"43-300 Bielsko-Biala, Poland",OK,2026-05-04T11:47:26.419502
"59-700 Bolesławiec, Polska",51.2658553,15.5657397,"59-700 Bolesławiec, Poland",OK,2026-05-04T11:47:26.544639
"49-300 Brzeg, Polska",50.856665,17.4749622,"49-300 Brzeg, Poland",OK,2026-05-04T11:47:26.667022
"32-800 Brzesko, Polska",49.9647187,20.6034471,"32-800 Brzesko, Poland",OK,2026-05-04T11:47:26.758758
"41-907 Bytom, Polska",50.3360288,18.8943387,"41-907 Bytom, Poland",OK,2026-05-04T11:47:26.877303
"33-200 Dąbrowa Tarnowska, Polska",50.17462,20.98638,"33-200 Dąbrowa Tarnowska, Poland",OK,2026-05-04T11:47:26.976270
"48-100 Głubczyce, Polska",50.20027,17.8287,"Głubczyce, Poland",OK,2026-05-04T11:47:27.094226
"48-340 Głuchołazy, Polska",50.31512,17.38347,"Głuchołazy, Poland",OK,2026-05-04T11:47:27.189917
"47-320 Gogolin, Polska",50.491597,18.0269711,"47-320 Obrowiec, Poland",OK,2026-05-04T11:47:27.284405
"38-300 Gorlice, Polska",49.6546159,21.1596321,"Gorlice, Poland",OK,2026-05-04T11:47:27.406175
"38-200 Jasło, Polska",49.7445663,21.4722875,"Jasło, Poland",OK,2026-05-04T11:47:27.511635
"43-600 Jaworzno, Polska",50.2003694,19.2987736,"43-600 Jaworzno, Poland",OK,2026-05-04T11:47:27.594821
"55-230 Jelcz-Laskowice, Polska",51.0212945,17.3164789,"Jelcz-Laskowice, Poland",OK,2026-05-04T11:47:27.682958
"58-500 Jelenia Góra, Polska",50.8864094,15.7704876,"58-500 Jelenia Góra, Poland",OK,2026-05-04T11:47:27.780011
"28-300 Jędrzejów, Polska",50.63936349999999,20.3038072,"28-300 Jedrzejow, Poland",OK,2026-05-04T11:47:27.910903
"46-203 Kluczbork, Polska",50.9796235,18.2134426,"46-203 Kluczbork, Poland",OK,2026-05-04T11:47:28.013800
"42-100 Kłobuck, Polska",50.908081,18.9275967,"42-100 Kłobuck, Poland",OK,2026-05-04T11:47:28.120461
"36-100 Kolbuszowa, Polska",50.24417,21.77627,"36-100 Kolbuszowa, Poland",OK,2026-05-04T11:47:28.209762
"38-600 Lesko, Polska",49.4701205,22.3304324,"Lesko, Poland",OK,2026-05-04T11:47:28.345545
"37-300 Leżajsk, Polska",50.2620534,22.4210807,"37-300 Leżajsk, Poland",OK,2026-05-04T11:47:28.440328
"37-600 Lubaczów, Polska",50.15621,23.12379,"Lubaczów, Poland",OK,2026-05-04T11:47:28.533897
"59-800 Lubań, Polska",51.11791419999999,15.2893895,"Luban, Poland",OK,2026-05-04T11:47:28.640751
"42-700 Lubliniec, Polska",50.6668008,18.6951984,"42-700 Jawornica, Poland",OK,2026-05-04T11:47:28.750139
"48-231 Lubrza, Polska",50.34506529999999,17.6206605,"48-231 Olszynka, Poland",OK,2026-05-04T11:47:28.842674
"37-100 Łańcut, Polska",50.06824,22.2298,"37-100 Łańcut, Poland",OK,2026-05-04T11:47:28.941202
"56-300 Milicz, Polska",51.5275957,17.2712122,"Milicz, Poland",OK,2026-05-04T11:47:29.030157
"37-400 Nisko, Polska",50.52001,22.13955,"37-400 Nisko, Poland",OK,2026-05-04T11:47:29.156718
"57-402 Nowa Ruda, Polska",50.546922,16.5475371,"57-402 Nowa Ruda, Poland",OK,2026-05-04T11:47:29.262345
"55-200 Oława, Polska",50.9459276,17.2924017,"Oława, Poland",OK,2026-05-04T11:47:29.403380
"41-940 Piekary Śląskie, Polska",50.384499,18.9401442,"41-940 Piekary Śląskie, Poland",OK,2026-05-04T11:47:29.494728
"37-200 Przeworsk, Polska",50.05869999999999,22.49377,"Przeworsk, Poland",OK,2026-05-04T11:47:29.619326
"43-200 Pszczyna, Polska",49.9868161,18.9254287,"43-200 Brzeźce, Poland",OK,2026-05-04T11:47:29.713163
"41-706 Ruda Śląska, Polska",50.24810129999999,18.8610768,"41-706 Ruda Śląska, Poland",OK,2026-05-04T11:47:29.823189
"27-600 Sandomierz, Polska",50.6822405,21.7501781,"Sandomierz, Poland",OK,2026-05-04T11:47:29.918455
"38-500 Sanok, Polska",49.55501870000001,22.2060658,"Sanok, Poland",OK,2026-05-04T11:47:30.011976
"41-100 Siemianowice Śląskie, Polska",50.3053184,19.0287203,"41-100 Siemianowice Śląskie, Poland",OK,2026-05-04T11:47:30.139746
"58-150 Strzegom, Polska",50.5189916,21.3154189,"Strzegom 58, 28-221, Poland",OK,2026-05-04T11:47:30.239917
"47-100 Strzelce Opolskie, Polska",50.51092,18.29987,"Strzelce Opolskie, Poland",OK,2026-05-04T11:47:30.346257
"56-500 Syców, Polska",51.30787,17.72016,"Syców, Poland",OK,2026-05-04T11:47:30.442781
"55-300 Środa Śląska, Polska",51.1641896,16.5925834,"Środa Śląska, Poland",OK,2026-05-04T11:47:30.528145
"58-160 Świebodzice, Polska",50.8614447,16.3269987,"58-160 Świebodzice, Poland",OK,2026-05-04T11:47:30.617065
"41-605 Świętochłowice, Polska",50.3072898,18.9062517,"41-605 Świętochłowice, Poland",OK,2026-05-04T11:47:30.714973
"32-540 Trzebinia, Polska",50.15847,19.4694,"Trzebinia, Poland",OK,2026-05-04T11:47:30.829519
"55-100 Trzebnica, Polska",51.3104211,17.0632716,"Trzebnica, Poland",OK,2026-05-04T11:47:30.925528
"43-450 Ustroń, Polska",49.7302992,18.8105755,"43-450 Ustroń, Poland",OK,2026-05-04T11:47:31.026177
"44-300 Wodzisław Śląski, Polska",50.003137,18.4719102,"Wodzislaw Slaski, Poland",OK,2026-05-04T11:47:31.151582
"57-200 Ząbkowice Śląskie, Polska",50.5893617,16.8132419,"Ząbkowice Śląskie, Poland",OK,2026-05-04T11:47:31.263650
"47-330 Zdzieszowice, Polska",50.42422,18.12477,"Zdzieszowice, Poland",OK,2026-05-04T11:47:31.360595
"58-308 Wałbrzych, Polska",50.7686275,16.3411493,"58-308 Dziećmorowice, Poland",OK,2026-05-04T11:47:31.486405
"07-100 Węgrów, Polska",52.3991566,22.0164265,"Węgrów, Poland",OK,2026-05-04T11:47:31.587892
"33-100 TARNÓW, Polska",50.0121011,20.9858407,"33-100 Tarnów, Poland",OK,2026-05-04T11:47:31.729539
"0 Katowice, Polska",50.26489189999999,19.0237815,"Katowice, Poland",OK,2026-05-04T11:47:31.861178
"20-234 Lublin, Polska",51.24351309999999,22.6633796,"20-234 Lublin, Poland",OK,2026-05-05T11:01:08.942352
"64-500 Szamotuły, Polska",52.6116547,16.5779047,"64-500 Szamotuły, Poland",OK,2026-05-05T11:01:09.124483
"10-373 Wadąg, Polska",53.8200046,20.5245947,"10-373 Wadąg, Poland",OK,2026-05-05T11:01:09.257875
"15-502 Białystok, Polska",53.0920825,23.2188319,"15-502 Białystok, Poland",OK,2026-05-05T11:01:09.345332
"10-602 Olsztyn, Polska",53.7591776,20.5099666,"10-602 Olsztyn, Poland",OK,2026-05-05T11:01:09.434260
"07-130 Łochów, Polska",52.5307,21.68182,"Łochów, Poland",OK,2026-05-05T11:01:09.528840
"87-610 Dobrzyń nad Wisłą, Polska",52.6375464,19.3182434,"Dobrzyń nad Wisłą, Poland",OK,2026-05-05T11:01:09.611883
"07-411 Rzekuń, Polska",53.0521061,21.6384882,"07-411 Rzekuń, Poland",OK,2026-05-05T11:01:09.705205
"85-791 Bydgoszcz, Polska",53.1543145,18.1464728,"85-791 Bydgoszcz, Poland",OK,2026-05-05T11:01:09.817875
"80-176 Gdańsk, Polska",54.3496426,18.5307342,"80-176 Gdańsk, Poland",OK,2026-05-05T11:01:09.899751
"80-309 Gdańsk, Polska",54.39991449999999,18.5708188,"80-309 Gdańsk, Poland",OK,2026-05-05T11:01:10.002945
"81-577 Gdynia, Polska",54.4931352,18.4204956,"81-577 Gdynia, Poland",OK,2026-05-05T11:01:10.079385
"70-001 Kołbaskowo, Polska",53.3837975,14.5115744,"70-001 Szczecin, Poland",OK,2026-05-05T11:01:10.155246
"75-900 Koszalin, Polska",54.1597582,16.2141647,"75-900 Koszalin, Poland",OK,2026-05-05T11:01:10.259636
"10-748 Olsztyn, Polska",53.7562675,20.4698753,"10-748 Olsztyn, Poland",OK,2026-05-05T11:01:10.350340
"84-230 Rumia, Polska",54.5830379,18.4079375,"84-230 Rumia, Poland",OK,2026-05-05T11:01:10.428997
"32-095 Iwanowice, Polska",50.22567189999999,19.9621383,"32-095 Iwanowice Włościańskie, Poland",OK,2026-05-06T10:11:05.859736
"20-207 Lublin, Polska",51.25383919999999,22.6029132,"20-207 Lublin, Poland",OK,2026-05-06T10:11:06.028857
"04-042 Warszawa, Polska",52.231466,21.0869312,"04-042 Warsaw, Poland",OK,2026-05-06T10:11:06.130103
"Brezno, Polska",53.69953049999999,15.7916057,"Brzeżno, Poland",OK,2026-05-06T10:11:06.241428
"34-730 Mszana Dolna, Polska",49.67402999999999,20.07982,"Mszana Dolna, Poland",OK,2026-05-06T10:11:06.382258
"36-001 Trzebownisko 423, Polska",50.0746558,22.026783,"Trzebownisko 423, 36-001, Poland",OK,2026-05-06T10:11:06.482908
"46-024 Brynica, Polska",50.806447,17.9358195,"Brynica, Poland",OK,2026-05-06T10:11:06.565427
"22-680 Lubycza Królewska, Polska",50.3429216,23.5175571,"22-680 Dyniska Nowe, Poland",OK,2026-05-06T10:11:06.698312
"34-324 Lipowa, Polska",49.6750613,19.0939008,"Lipowa, Poland",OK,2026-05-06T10:11:06.806933
"18-421 Drozdowo, Polska",53.1504382,22.1746304,"18-421 Drozdowo, Poland",OK,2026-05-06T10:11:06.979074
"19-300 Ełk, Polska",53.8280529,22.3646629,"Ełk, Poland",OK,2026-05-08T13:42:13.533079
"80-299 Gdańsk, Polska",54.4211977,18.4633564,"80-299 Gdańsk, Poland",OK,2026-05-08T13:42:13.647828
"80-314 Gdańsk, Polska",54.3949802,18.579575,"80-314 Gdańsk, Poland",OK,2026-05-08T13:42:13.758116
"11-041 Olsztyn, Polska",53.8038347,20.3901947,"11-041 Warkały, Poland",OK,2026-05-08T13:42:13.864957
"14-100 Ostróda, Polska",53.69630069999999,19.9647952,"14-100 Ostróda, Poland",OK,2026-05-08T13:42:13.963599
"76-200 Słupsk, Polska",54.4917561,16.9872768,"76-200, Poland",OK,2026-05-08T13:42:14.051630
"83-200 Starogard Gdański, Polska",53.965614,18.5162736,"83-200 Starogard Gdański, Poland",OK,2026-05-08T13:42:14.140755
"71-001 Szczecin, Polska",53.3981287,14.5071822,"71-001 Szczecin, Poland",OK,2026-05-08T13:42:14.255934
"62-020 Swarzędz, Polska",52.4099398,17.0784959,"Swarzędz, Poland",OK,2026-05-08T13:42:14.414133
"04-186 Warszawa, Polska",52.2384435,21.116537,"04-186 Warsaw, Poland",OK,2026-05-08T13:42:14.535987
